id,context,question,answer0,answer1,answer2,answer3,label
3DIIW4IV8PTYNO2I6LNU0EYML7BI4V##3LJ7UR74RIBTN9B3T46OU6QRLRP4NO##AJ7NSZOAFP05U##Blog_85878##q1_a1##3R15W654VF7MWJWT9J3KNVFRRB9QLD,"First I almost had an infection so the Nice Lady put lots of water in my kitty food and I could not go in the out . She said , you will be very sad if I take you to the vet and I will be sad too because I have no munnies and also I would have to take you on the bus . But I did not have an infection . The Big Red Guy put games on the chair where I sit . So I had to sit squished up between the games and the back of the chair .",What might happen if the nice lady has to take the pet to the vet ?,She would n't be able to afford it .,She would have to bring the pet to the big red guy .,The nice lady would bring games for all the pets at the vet .,She would be able to afford it .,0
3ZFRE2BDQBSQA5E9AYPLPIMI292XZ5##37ZHEEHM6Z1YXHZJXGWGG204ALV738##AJ7NSZOAFP05U##Blog_1308749##q1_a1##335HHSX8CFJQLE9YDCI2V4FLRHNDH4,"i am very patient most of the time , but a beat - up cart is just not my cup of tea for practicing this virtue with . i also did n't bring my phone with me so i ca n't call kj to come back and deliver the cart himself because it just refused to budge on me . those were probably the longest minutes of my life , thank God my husband has somehow felt something was wrong and came back to help me . the moment i saw him , i wanted to sob and kiss him at the same time .",What may happen if you receive a beat - up cart ?,I would go and get a cup of tea while I wat for a working cart .,I would lose my paitence .,None of the above choices .,I would maintain my paitence because it is n't a big deal .,1
3MIVREZQVJCBCDEBOJRJ8V2C1X2QKF##3N2BF7Y2VT9WCSD5G7N73EY4OE8MH3##A394JO4NEPCY3M##Blog_184908##q1_a1##3TLFH2L6YB2TND2DGHFAD4R55KV2TW,"Another workout cut short this morning . Ran all the minutes I needed to , but could n't fit in weights or the stretching routine / mini yoga sesh I like to do afterwards . Why , you ask ? Oh , because both boys ' cars are parked on our street , and I thought I might get a head start by moving one of them this morning before tomorrow 's street - sweeping .",What might have happened if the narrator did n't have to move a car ?,They would n't have had a street sweep,None of the above choices .,They would have gotten in their full work out,They would n't have gotten in their whole workout,2
3E9VAUV7BYSE92WB32VOR32IVUQAYO##336YQZE83YTKWZTAF5MYEHVEJ6V5ML##AO33H4GL9KZX9##Blog_634523##q1_a1##3JYPJ2TAYKMFWFLINVLXSDKXPLDFPM,"I would LOVE one ! ) He went and talked with my mother , then he got one from his collection and came to me : I thought you would like to have your grandma 's old camera , here it is ! The very same camera I had been drawing !",What might the receiver of the camera feel after getting his grandmother 's old camera back ?,The receiver might feel resentful but nostalgic .,The receiver might feel grateful and nostalgic .,The receiver might feel resentful and angry .,None of the above choices .,1
3M47JKRKCXZJD5UJGN4IKNOMEX768H##3R6P78PK7L97U297L1U1CUTMZXBTGT##A1OPGPTQJ48XOY##Blog_1320190##q1_a1##3VW0145YL0QPGEA1E5KQQ7IUDH6MJB,"I had a busy day yesterday doing a lot of Mommy / Wife - y things . I baked a bunch of bread in the morning , homeschooled the kids , plus did other cooking - type things in the kitchen . Then in the afternoon we had family dentist appointments . Upon finally arriving back home at 3:30 p.m. and getting a snack .",What may have happened if you did not get to the dentist on time ?,The dentist would seem me the very next day,I would be taken into the dentist a little later,None of the above choices .,I would be forced to reschedule the appointment,3
3H1C3QRA03X4WCCINFFLQV0QE42CEC##3UXUOQ9OKHCYH2Y46VBQ3AEAK2R7AQ##A1OPGPTQJ48XOY##Blog_58759##q1_a1##3Q7TKIAPOVOS7ASO4XX0NW8S86HLDK,"The cult of celebrity refers to the way that fame has arguably eclipsed even money - with which it is so often paired - as the most desirable attribute to be pursued in an individualist culture based on excellence , performance and heroes . The culture of celebrity has been constructed by the media for us in a society where the individual is the centre of the world . Morality and culture have been systematically privatised and relativised so that we are left with one 's values or lifestyle .",What will happen if we continue to value celebrity as much as we do now ?,We will begin to realize that it is important to have celebrities,We will develop great new celebrities and people who are popular,"We will become a society that is shallow and misguided , focused on emulating celebrity status and not personal happiness",None of the above choices .,2
3VMV5CHJZATJ27AKFW0ZF8L6ENLGTH##3G0WWMR1UYZF73X8BYP1P7F5K78QNT##A394JO4NEPCY3M##Blog_122802##q1_a1##341H3G5YF2SIDF8Y7M0EG4Z7TIX0ZQ,I made chicken alfredo ( with rice pasta ) for dinner . I know intellectually I will suffer later ( I ' m pretty lactose intolerant ) but I am so depressed right now from taking Boo back that I needed comfort food . Boo is beautiful . She has a black head with bright yellow eyes and a brindle coloring .,What might be different if the narrator was n't lactose intolerant ?,They would not need comfort food,None of the above choices .,They would not suffer for what they ate for dinner,They would not have to take Boo back,2
3FULMHZ7OWBZDWRGBYXMK5TBTV24M8##3VHP9MDGRQZZPAA88S5TXXHFDEJCFQ##A8E99XNOTT390##Blog_348086##q2_a1##3K8CQCU3KGFH4GV0X5I5SC12K5AWN5,"I woke up on Monday to a sweet email from a sweet guy , and smiled . And then , slowly , it all started rushing over me . Sunday , Race for the Cure , was the most incredible experience , but it was also slightly horrifying .",What did you do Sunday before the race ?,None of the above choices .,Put on work clothing .,Eat a donought for breakfast .,Eat a high protein breakfast .,3
3W1K7D6QSBF43DC1L4L38N7IRQNZB0##3FK0YFF9P0E5PR3RFRT2DDKHLA2VVF##A1OPGPTQJ48XOY##Blog_269499##q1_a1##3APP19WN73SD09Z8JJS64YTSV086G1,"Saturday was the Seder which was a lot of fun . Surprisingly at least . One of my favorite cousins showed up at the last minute which was great . The kids were adorable . My family was pretty funny , especially in hindering my father trying to lead the service . Like breaking out in Dayenu ( my aunt 's favorite song ) when my dad skipped the singing part of the haggadah . We were using some fancy kinda non - denominational / civil rights - y one put out by the ADL .",What happened after the haggadah was finished ?,We hung out and did some more singing because the dinner was not cooked yet,We toasted and then ate the meal which was prepared for the celebration,We decided that we were too tired so we headed upstairs to go sleep,We had to order in take out because nobody had cooked for the occasion,1
3AFT28WXLHGHL6B793E36AS0WMBOI2##34X6J5FLPWDJOD6NW0X9W0YOGH8JQG##A394JO4NEPCY3M##Blog_1050644##q1_a1##306996CF6YYM26Q0XROB8RBF8UT1BD,"Viggo pressed on , hoping to reach his estate by nightfall . They stopped briefly at midday to share some of the provisions that Orlando had packed for them , but they ate in a hurry , for it seemed likely that it would soon start to rain and their open carriage would provide little cover . Although there should have been at least an hour of daylight left , it soon became very dark , the thickening clouds obscuring all remaining light . They found themselves driving through dense woods , the horses neighing and pulling at the reins , making the carriage shake .",What might be different if they did n't have an open carriage ?,They would have cover from the rain,They would n't be driving through the dense woods,None of the above choices .,They would n't have cover from the rain,0
3NZ1E5QA6ZZ6WZSCEGENJJ0NQFMB5O##3B1NLC6UG0U92AG04KLH7KSPBKQGPS##A394JO4NEPCY3M##Blog_1518891##q1_a1##3FTID4TN8NCV5LNF0TKE0HITQN5YL9,"I ' ve been to lots of goth / industrial and synthpop concerts but not metal . At industrial concerts and the like , there is occasionally dancing or fists in the air . It was interesting to see how people are at metal concerts . I was far enough away that I did n't have to worry about getting stuck in a mosh pit or anything if there was one .",What may have happened if the narrator was closer to the stage ?,None of the above choices .,They would n't get stuck in a mosh pit,They might get stuck in a mosh pit,They might see people dancing and fists in the air,2
3OREP8RUT294CWHWVCXENGRCGM0GB7##36NEMU28XGBZET9NR9X7CJKI0UCWM0##AJ7NSZOAFP05U##Blog_421292##q1_a1##3HO4MYYR142W5R033OHN8DUJ41QU6E,"It 's sad that I just got paid last night , and after paying bills I ' m already down to my last $ 300 . For the rest of the month . That 's probably how much gas will cost me for the rest of the month . And I only get paid ... you guessed it , once a month . And speaking of the dire gas situation ... I filled my tank up on Saturday at the Costco . I was running on fumes , and at $ 3.83/gallon , it took $ 51.00 for me to fill up my tank .",What might happen if you continue to get small paychecks ?,None of the above choices .,I wo n't be able to cover bills .,I 'll have to look for a new job where I get paid more .,I wo n't be able to cover fuel costs .,3
34O39PNDK8MAVBPHVL3QEITRB8RRBW##3S96KQ6I9PJJD7YN385TY7EYU4RTD6##A1OPGPTQJ48XOY##Blog_1524125##q1_a1##3VDVA3ILIFTITNYBDDGP922BNSTG1K,"He finally told me how much weight I had gained , and we discussed how that felt . Even though I was now in a technically healthy weight range for my height , he urged me to gain more . We also talked about the drug cravings I had been having , and how they had gotten more intense since the visiting day when my dad came in and had gotten in a fight with my mom in front of everyone .",What happened before you decided to enter the clinic to improve your weight ?,None of the above choices .,I started to workout at gym and wanted to gain weight in order to start powerlifting,I dated a guy who wanted me to a bigger girl and he asked me to go to the clinic to gain weight,I realized that I had mistakenly gotten too thin and wanted to gain some weight,0
3RDTX9JRT0FHPZQ5ONROIV71LYZ79B##3WRFBPLXRD3N02R6DND5CZMUBFG3NQ##A33PQXKQHFVF3V##Blog_1418701##q1_a1##33KGGVH24WVTF9T12NGTXO26QDJX1D,"I do n't remember anything interesting during that time as far as sobriety goes . I think I coasted along OK . When Erika was just a year old , my X got a job proposal from someone he had worked with in the past , someone who moved far away . The job was very far away .",What happened after my X got the job proposal ?,"Nothing , he declined it and we lived happily ever after .",None of the above choices .,"He probably accepted it and moved far away , causing us to break up .",We both moved far away together and fell more in love .,2
3X2LT8FDHYWW198WR3TMAFB7VMNW8H##3Z9WI9EOZ231M4D2VVARO160487HKQ##A3GVXFBYAU9HP##Blog_166234##q1_a1##3R5LWXWHR2MQJOJ4K61W4B6DTMJXG1,"Since the camping gear was out and warmed up , we decided to go down to Pueblo reservoir to camp for a few days . Oops , it 's officially Lake Pueblo State Park now . Did some swimming , Junior likes getting his feet wet but not much else . Tianna loves to float .",What would we do next after swimming at Lake Pueblo State Park ?,Book a hotel room for the night .,Set up camp at the campground .,None of the above choices .,Set up our trailer at the campground .,1
3PA41K45VN2NNX75LEBLCNJ8Y1PP7J##3WYGZ5XF3XDBHOSBMSAQ0HPT68KKSW##A2MHM7JK1T9XHR##Blog_919573##q2_a1##3VO4XFFP170NHY7R5P2A4QXQWY07QV,"Except for a nice little nap , a shortish reading break , and some not - too - elaborate dinner preparations , I spent the entire day in the Sweat Shop . I started the day with a cup of coffee and the Halloween witch quilt pattern . This bustier block completes the top row of the border : Yes , the placement of the candy corn amuses me no end ! I wish I had another block prepared to take with me to the office to work on during my lunch hour tomorrow , but I ' m afraid I did n't leave myself enough time .",What may happen if I leave enough time for myself tomorrow ?,I will take the top row of the border with me,I will finish my Halloween quilt,I will take a block to work with me,I will finish the bustier block,2
3JMQI2OLF1JIVAV9GADF0OCHDU1DNK##3AAJC4I4FJ7S257EJWGMNTASK76JZW##AJ7NSZOAFP05U##Blog_1225990##q1_a1##3T5ZXGO9DG2618DXOKUTVAQP6USQZR,"Today felt like a long arduous day , it brought me to a new low . Every single professional bit of me was shredded to pieces , I left the meeting feeling utterly humiliated and depressed so much so I could n't even manage a word , let alone a smile or a laugh . I had been silent since this afternoon , not because I was tired but because everything became a blur of colours and actions around me . She had run me down so much that I almost stood up and walked out , but I contained myself and allowed her to run me down further .",What may have caused you to stay silent since the afternoon ?,None of the above choices .,I was tired .,I was in a bad mood .,I was thinking about the upcoming meeting .,2
